,File_List,Header,Text
3939,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_57.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_58.png']",COMPANY OF AMERICA 60,United States Fidelity & Guaranty Co 15 Westminster St Rm 738
3940,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_60.png']",COMPANY OF AMERICA 60,V I P Insurance Agency Inc 1330 Mineral Spring Av(N Prov)
3941,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_61.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_62.png']",COMPANY OF AMERICA 60,Vespia Vincent & Co Inc 131 Washington St Rm 312
3942,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_63.png'],COMPANY OF AMERICA 60,Votta J S Agency 910 Smith St
3943,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_64.png'],COMPANY OF AMERICA 60,Walsh Associates Inc 211 Angell St
3944,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_65.png'],COMPANY OF AMERICA 60,Ward John F 111 Westminster St Rm 633
3945,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_66.png'],COMPANY OF AMERICA 60,Warrener A Frances 17 Exchange St Rm 405
3946,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_67.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_68.png']",COMPANY OF AMERICA 60,Washington National Insurance Co 334 Westminster St Rm 310
3947,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_69.png'],COMPANY OF AMERICA 60,Watkinson Robt A 1868 Smith St (N Prov)
3948,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_70.png'],COMPANY OF AMERICA 60,Watson E L Co Inc 716 Howard Bldg
3949,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_71.png'],COMPANY OF AMERICA 60,Watson J B Ins 187 Westminster St Rm 515
3950,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_72.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_73.png']",COMPANY OF AMERICA 60,Western Alliance Insurance Co 20 Washington P1
3951,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_75.png']",COMPANY OF AMERICA 60,Westminster Asset Management Co 100 Westminster St-
3952,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_76.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_77.png']",COMPANY OF AMERICA 60,Whittlesley F Chauncey 58 Weybosset St Rm 905
3953,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_78.png'],COMPANY OF AMERICA 60,Wilson Agency Inc The 754 Branch Av
3954,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_79.png'],COMPANY OF AMERICA 60,York Insurance Co 20 Washington Pl
3955,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_81.png'],INSURANCE ADJUSTERS,Daniels Irving J 100 10th St
3956,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_82.png'],INSURANCE ADJUSTERS,Grzebien Thos W Jr 187 Academy Av
3957,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_83.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_84.png']",INSURANCE ADJUSTERS,Marsden John W & Co 67 Wellesley Av (N Prov)
3958,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_85.png'],INSURANCE ADJUSTERS,Mc Donald Edmund F 160 Plainfield St
3959,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_86.png'],INSURANCE ADJUSTERS,O'Leary Frank M- 149 Hillside Av
3960,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_87.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_88.png']",INSURANCE ADJUSTERS,Scorpie J A & Co 1804 Mineral Spring Av(N Prov)
3961,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_89.png'],INSURANCE ADJUSTERS,Universal Claims 203 Waterman St
3962,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_91.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_92.png']",*INSURANCE AGENTS,"ALOISIO ARTHUR O INSURANCE 533 Branch av (02904), Tel 421-2314"
3963,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_93.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_94.png']",*INSURANCE AGENTS,"ANDERTON R G INC 144 Westminster St (02903), Tel 421-8821"
3964,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_95.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_96.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_97.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (1)_98.png']",*INSURANCE AGENTS,"GAMMONS JOHN A INC 187 Westminster St, Rm 213-214 (02903), Tel (401) 421-6330 (See Index To Advertisers)"
3965,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_3.png']",INSURANCE AGENTS-CONTD,"HOLT HAROLD & CO INC 57 Eddy St, Rm 302 (02903), Tel 421-7771"
3966,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_6.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_7.png']",INSURANCE AGENTS-CONTD,"KAGAN & SHAWCROSS INC 925 Industrial Bank Bldg, 111 Westminster St (02903), Tel 521-3900 (See Index To Advertisers)"
3967,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_8.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_9.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_10.png']",INSURANCE AGENTS-CONTD,"KAY LAWRENCE & CO INC 1985 Smith St (N Providence; 02911), Tel (401) 231-3223 (See Index To Advertisers)"
3968,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_11.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_13.png']",INSURANCE AGENTS-CONTD,"MORTON SMITH INC 245 Waterman St (02906), Tel 861-6800 (See Index To Advertisers)"
3969,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_14.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_16.png']",INSURANCE AGENTS-CONTD,"PAOLA RAPHAEL INC 687 Park Av (Cranston, 02910), Tel 781-6060 (See Index To Advertisers)"
3970,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_18.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_19.png']",INSURANCE AGENTS-CONTD,"SHIPPEE E W & SONS INC 56 Pine St (02903), Tel 421-8432, Nites And Holidays Tel 884-1177"
3971,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_20.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_21.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_22.png']",INSURANCE AGENTS-CONTD,"STARKWEATHER & SHEPLEY INC 155 S Main St (02903), Tel 421-6900 (See Index To Advertisers)"
3972,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_24.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_25.png']",INSURANCE AGENTS-CONTD,"WARBURTON WILLIAM R AGENCY (Also Real Estate), 170 Westminster St (02903), Tel 421-8234"
3973,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_27.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_29.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_30.png']",*INSURANCE-AUTOMOBILE,"GAMMONS JOHN A INC 187 Westminster St, Rm 213-214 (02903), Tel (401) 421-5330 (See Index To Advertisers)"
3974,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_32.png'],*INSURANCE COMPANIES,AEFNA LIFE INSURANCE CO-AE'I'NA
3975,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_34.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_35.png']",VARIABLE ANNUITY LIFE,"INSURANCE co 820 Hospital Trust Tower (02903), Tel (401) 456-2900"
3976,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_36.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_37.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_38.png']",VARIABLE ANNUITY LIFE,AFFILIATED FM INSURANCE CO Allendale Park PO Box 7500 (Johnston RI 02919) Tel 275-3000
3977,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_39.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_41.png']",VARIABLE ANNUITY LIFE,"ALLENDALE INSURANCE Allendale Park, PO Box 7500 Johnston R I (02919) Tel 275-3000"
3978,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_42.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_43.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_44.png']",VARIABLE ANNUITY LIFE,"ALLENDALE MUTUAL INSURANCE CO Allendale Park, PO Box 7500 Johnston R I (02919) Tel 275-3000"
3979,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_45.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_46.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_47.png']",VARIABLE ANNUITY LIFE,APPALACHIAN INSURANCE CO Allendale Park PO Box 7500 (Johnston R I 02919) Tel 275-3000
3980,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_48.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_49.png']",VARIABLE ANNUITY LIFE,ASSURERS SERVICE INC 144 Wayland Av (02906) Tel 351-7716
3981,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_50.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_52.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_53.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_54.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_55.png']",VARIABLE ANNUITY LIFE,"COMMONWEALTH LAND TITLE INSURANCE COMPANY Title Guarantee Of Rhode Island Division 66 S Main St (02903) Next To Court House, Tel 331-5331 (See Index To Advertisers)"
3982,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_56.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_57.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_58.png']",VARIABLE ANNUITY LIFE,"CONNECTICUT GENERAL LIFE INSURANCE CO 810 Howard Bldg 10 Dorrance St (02903), Tel 421-6870"
3983,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_60.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_61.png']",VARIABLE ANNUITY LIFE,"NATIONAL LIFE INSURANCE 10 Dorrance St, Rm 211 (02903) Tel 421- 8070"
3984,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_62.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_63.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_64.png']",VARIABLE ANNUITY LIFE,"NEW PROVIDENCE CORP Allendale Park, Box 7500, (Johnston, 02919), Tel 27 5-3000"
3985,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_67.png']",VARIABLE ANNUITY LIFE,"RUMFORD INSURANCE COMPANY 10 Dorrance St (02903), Tel (401) 751- 2445"
3986,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_69.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_70.png']",VARIABLE ANNUITY LIFE,"SENTRY INSURANCE A MUTUAL CO 1840 Mineral Spring Av (North Providence 02904), Tel 353-6720"
3987,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_71.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_72.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_73.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_74.png']",VARIABLE ANNUITY LIFE,"SUN LIFE ASSURANCE CO OF CANADA 805 Industrial Bank Bldg 111 Westminster St (02903), Tel 331- 2422"
3988,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_76.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_77.png']",VARIABLE ANNUITY LIFE,"UNITED CHAMBERS INSURANCE . TRUST 10 Dorrance St, Suite 334 (02903) Tel 421-9400"
3989,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_79.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_80.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_81.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_82.png']",*INSURANCE-LIFE,"KAGAN & SHAWCROSS INC 925 Industrial Bank Bldg, 111 Westminster St (02903), Tel 521-3900 (See Index To Advertisers)"
3990,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_84.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_85.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (2)_86.png']",*INSURANCE-MARINE,"GAMMONS JOHN A INC 187 Westminster St Rm 213-214 (02903), Tel (401) 421-5330 (See Index To"
3991,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_3.png'],INSURANCE-MARINE-CONTD GAMMONS JOHN A INC-CONTD,Advertisers)
3992,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_6.png']",INSURANCE-MARINE-CONTD GAMMONS JOHN A INC-CONTD,"MORTON SMITH INC 245 Waterman St (02906), Tel 861-6800 (See Index To Advertisers)"
3993,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_9.png'],INTERIOR DECORATORS AND DESIGNERS,Amendolara's 3 Lincoln Av
3994,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_10.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_11.png']",INTERIOR DECORATORS AND DESIGNERS,Bob Frances Interiors 2179 Mineral Spring Av(N Prov)
3995,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_12.png'],INTERIOR DECORATORS AND DESIGNERS,Fine Alf M 221 Waterman St
3996,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_13.png'],INTERIOR DECORATORS AND DESIGNERS,Gaines Helene Interiors 77 Pitman St Apt 110
3997,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_14.png'],INTERIOR DECORATORS AND DESIGNERS,Gershman Abr 302 Niagara St
3998,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_16.png']",INTERIOR DECORATORS AND DESIGNERS,"JACKS FABRICS INC 725 Dexter St (Central Falls; 02863), Tel 725-2160"
3999,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_17.png'],INTERIOR DECORATORS AND DESIGNERS,Marcoux John W 283 George St
4000,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_18.png'],INTERIOR DECORATORS AND DESIGNERS,Margrave Ltd 12 Sheldon St
4001,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_20.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_21.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_22.png']",INTERIOR DECORATORS AND DESIGNERS,"MILLER CHAS CO 484 Greenville Av, Johnston, R I (02919), Tels 231-0680 And 781-0600 (See Index To Advertisers)"
4002,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_23.png'],INTERIOR DECORATORS AND DESIGNERS,Mirman Marion Decorators 19 Vassar Av
4003,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_24.png'],INTERIOR DECORATORS AND DESIGNERS,Nathanson Morris Design Inc 653 N Main St
4004,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_25.png'],INTERIOR DECORATORS AND DESIGNERS,Patrick1s Interiors 791 Hope St
4005,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_26.png'],INTERIOR DECORATORS AND DESIGNERS,Pearlman Eleanor Mrs 38 N Court St
4006,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_27.png'],INTERIOR DECORATORS AND DESIGNERS,Peet Elisabeth K Mrs 97 Benevolent St
4007,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_28.png'],INTERIOR DECORATORS AND DESIGNERS,Pfeiler Lester 148 Broadway Apt 2
4008,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_29.png'],INTERIOR DECORATORS AND DESIGNERS,Rhode Island Decorators 628 Union Av
4009,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_30.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_31.png']",INTERIOR DECORATORS AND DESIGNERS,Richards Mark Interiors 130 Westminster St Rm 43
4010,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_32.png'],INTERIOR DECORATORS AND DESIGNERS,Smith Robt 76 Mawney St Bsmt 2
4011,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_33.png'],INTERIOR DECORATORS AND DESIGNERS,Taylor Nancy Interior Designs 48 Lloyd Av
4012,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_34.png'],INTERIOR DECORATORS AND DESIGNERS,Val Lynn Decorators Inc 900 Broad St
4013,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_36.png'],INVESTIGATORS,Checkmate Inc 131 Washington St Rm 211
4014,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_37.png'],INVESTIGATORS,Holland Richd K 196 Waterman St
4015,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_39.png']",INVESTIGATORS,M & S Investigators & Securities Inc 36 Kennedy Plaza Rm 400
4016,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_41.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_42.png']",INVESTIGATORS,"SENTRY DEFECTIVE AGENCY INC 187 Westminster St (02903), Tel 861-1220 (See Index To Advertisers)"
4017,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_44.png'],INVESTMENT BANKERS,Kidder Peabody & Co Inc 544 Howard Bldg
4018,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_45.png'],INVESTMENT BANKERS,Meehan Fund 40 Westminster St Rm 1100
4019,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_47.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_48.png']",INVESTMENT COMPANIES -,Andersen Halfden 111 Westminster St Rm- 1910
4020,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_49.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_50.png']",INVESTMENT COMPANIES -,Anthony-Amold Investment Corp 32 Custom House
4021,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_52.png']",INVESTMENT COMPANIES -,Cross Country Investment Co 212 Union St Rm 309
4022,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_53.png'],INVESTMENT COMPANIES -,Faella Investment Inc 288 Cranston St
4023,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_54.png'],INVESTMENT COMPANIES -,Golden Gate Corp 111 Westminster St Rm 525
4024,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_55.png'],INVESTMENT COMPANIES -,Holmes International Inc 2 Jackson Walkway
4025,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_56.png'],INVESTMENT COMPANIES -,Industrial Capital Corp 111 Westminster St
4026,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_57.png'],INVESTMENT COMPANIES -,Industrial National Corp 111 Westminster St
4027,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_58.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_59.png']",INVESTMENT COMPANIES -,Investors Mortgage Co Of America 908 Smith St
4028,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_60.png'],INVESTMENT COMPANIES -,Lewis Investment Corp 7 Beneflt St
4029,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_61.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_62.png']",INVESTMENT COMPANIES -,Metcalf-Danforth Inc 76 Westminster St Rm 312
4030,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_63.png'],INVESTMENT COMPANIES -,National Columbus Bancorp 33 Weybosset St
4031,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_64.png'],INVESTMENT COMPANIES -,North East Capital Corp 111 Wayland Av
4032,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_65.png'],INVESTMENT COMPANIES -,Old Stone Corp 150 S Main St
4033,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_67.png']",INVESTMENT COMPANIES -,Providence Financial Services Inc 76 Westminster St Rm 315
4034,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_69.png']",INVESTMENT COMPANIES -,St Rm 1 104
4035,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_70.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_71.png']",INVESTMENT COMPANIES -,Rhode Island Housing Investment Fund 303 S Main St
4036,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_72.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_73.png']",INVESTMENT COMPANIES -,Rhode Island Vision Services Inc 146 Westminster St Rm 314
4037,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_75.png']",INVESTMENT COMPANIES -,Stephens Neil Investments 146 Westminster St Rm 314
4038,['test/no_ads/margins_fixed/cropped/entry/1978_Page_81 (3)_76.png'],INVESTMENT COMPANIES -,Stephenson Co 315 Elmwood Av
